DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
12/22/2016,19:20,BRONX,10470,40.8980287,-73.8695313,"(40.8980287, -73.8695313)",,,228       EAST 236 STREET               ,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,3585589,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/22/2016,19:18,BRONX,10453,,,,ANDREWS AVENUE                  ,WEST 179 STREET,,1,0,2,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,3585094,PASSENGER VEHICLE,,,,
12/22/2016,19:16,MANHATTAN,10013,40.719322,-74.0058874,"(40.719322, -74.0058874)",,,5         WHITE STREET                  ,0,0,0,0,0,0,0,0,Unspecified,,,,,3587092,SPORT UTILITY / STATION WAGON,,,,
12/22/2016,19:15,,,,,,LINDEN BOULEVARD                ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3585139,PASSENGER VEHICLE,,,,
12/22/2016,19:15,,,,,,2 AVENUE                        ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3587849,SPORT UTILITY / STATION WAGON,,,,
12/22/2016,19:15,QUEENS,11356,40.7816827,-73.8468591,"(40.7816827, -73.8468591)",121 STREET                      ,20 AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3585194,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/22/2016,19:10,,,,,,,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3585198,MOTORCYCLE,TAXI,,,
12/22/2016,19:10,,,40.6672125,-73.7808366,"(40.6672125, -73.7808366)",,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3585036,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/22/2016,19:10,,,,,,76 STREET                       ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3585089,SPORT UTILITY / STATION WAGON,,,,
12/22/2016,19:07,BROOKLYN,11212,40.663105,-73.90518,"(40.663105, -73.90518)",LIVONIA AVENUE                  ,STONE AVENUE,,0,0,0,0,0,0,0,0,,,,,,3585135,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,19:05,,,,,,CHURCH STREET                   ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3585880,BICYCLE,PASSENGER VEHICLE,,,
12/22/2016,19:03,QUEENS,11373,40.7383917,-73.8684005,"(40.7383917, -73.8684005)",,,54-05     94 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,3585224,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/22/2016,19:00,MANHATTAN,10014,40.7375662,-74.0099197,"(40.7375662, -74.0099197)",WEST STREET                     ,WEST 12 STREET,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3586776,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/22/2016,19:00,,,40.73319,-73.866875,"(40.73319, -73.866875)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3585093,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/22/2016,19:00,,,,,,VANWYCK EXPRESSWAY              ,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,3587329,SPORT UTILITY / STATION WAGON,,,,
12/22/2016,19:00,,,,,,RIVERSIDE DRIVE                 ,WEST 63 STREET ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3585233,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
12/22/2016,19:00,,,,,,KINGS HIGHWAY                   ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,,,3586736,SPORT UTILITY / STATION WAGON,VAN,,,
12/22/2016,19:00,,,,,,85 STREET                       ,4 AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3585193,TAXI,PASSENGER VEHICLE,,,
12/22/2016,19:00,,,,,,35 STREET                       ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3585456,PASSENGER VEHICLE,,,,
12/22/2016,19:00,,,,,,30 AVENUE                       ,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3585397,SPORT UTILITY / STATION WAGON,,,,
12/22/2016,19:00,QUEENS,11413,40.6766283,-73.7554922,"(40.6766283, -73.7554922)",SPRINGFIELD BOULEVARD           ,137 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3585771,PASSENGER VEHICLE,,,,
12/22/2016,19:00,QUEENS,11374,40.7221246,-73.864594,"(40.7221246, -73.864594)",ELLWELL CRESCENT                ,64 ROAD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3585029,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/22/2016,19:00,QUEENS,11373,40.7415748,-73.8776289,"(40.7415748, -73.8776289)",,,46-11     88 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,3585494,PASSENGER VEHICLE,,,,
12/22/2016,19:00,MANHATTAN,10030,40.8240317,-73.9447582,"(40.8240317, -73.9447582)",WEST 145 STREET                 ,SAINT NICHOLAS AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3585532,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
12/22/2016,19:00,MANHATTAN,10029,40.7871194,-73.9479233,"(40.7871194, -73.9479233)",EAST 99 STREET                  ,3 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3585617,VAN,,,,
12/22/2016,19:00,MANHATTAN,10013,40.7205573,-74.0035102,"(40.7205573, -74.0035102)",CANAL STREET                    ,CHURCH STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3585881,PASSENGER VEHICLE,TAXI,,,
12/22/2016,18:55,BROOKLYN,11234,40.6302372,-73.9324533,"(40.6302372, -73.9324533)",KINGS HIGHWAY                   ,AVENUE I,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3585343,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,18:50,,,,,,BREWER BOULEVARD                ,,,4,0,0,0,0,0,4,0,Failure to Yield Right-of-Way,Unsafe Speed,,,,3585504,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/22/2016,18:50,BROOKLYN,11230,40.6183257,-73.9571826,"(40.6183257, -73.9571826)",EAST 18 STREET                  ,AVENUE M,,1,0,1,0,0,0,0,0,View Obstructed/Limited,,,,,3586260,PASSENGER VEHICLE,,,,
12/22/2016,18:50,,,,,,WEST 43 STREET                  ,,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,3586093,PICK-UP TRUCK,PASSENGER VEHICLE,,,
12/22/2016,18:50,,,,,,RICHMOND HILL ROAD              ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3585212,SPORT UTILITY / STATION WAGON,,,,
12/22/2016,18:45,QUEENS,11377,,,,51 AVENUE                       ,71 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3585127,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,18:45,MANHATTAN,10029,40.7979463,-73.9400231,"(40.7979463, -73.9400231)",EAST 116 STREET                 ,3 AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,Unspecified,Unspecified,,3585469,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,18:45,BRONX,10467,40.8748105,-73.8814914,"(40.8748105, -73.8814914)",EAST MOSHOLU PARKWAY NORTH      ,EAST 206 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3585735,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,18:40,MANHATTAN,10001,40.7526187,-73.994503,"(40.7526187, -73.994503)",,,330       WEST 34 STREET                ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3586090,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/22/2016,18:40,,,40.8344128,-73.9498537,"(40.8344128, -73.9498537)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3585052,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/22/2016,18:40,,,,,,37 STREET                       ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3586251,PASSENGER VEHICLE,,,,
12/22/2016,18:40,MANHATTAN,10022,40.7577479,-73.9714518,"(40.7577479, -73.9714518)",LEXINGTON AVENUE                ,EAST 52 STREET,,0,0,0,0,0,0,0,0,,,,,,3585651,SPORT UTILITY / STATION WAGON,,,,
12/22/2016,18:35,BROOKLYN,11232,40.6577569,-74.0041015,"(40.6577569, -74.0041015)",3 AVENUE                        ,32 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3586269,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/22/2016,18:34,,,,,,PUTNAM AVENUE                   ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3585058,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/22/2016,18:30,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3585219,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/22/2016,18:30,,,40.7091579,-73.8410666,"(40.7091579, -73.8410666)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3587322,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
12/22/2016,18:30,MANHATTAN,10019,40.7636578,-73.9734636,"(40.7636578, -73.9734636)",5 AVENUE                        ,WEST 58 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3585396,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/22/2016,18:30,BROOKLYN,11234,40.6320672,-73.9186024,"(40.6320672, -73.9186024)",RALPH AVENUE                    ,FLATLANDS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3586913,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,18:30,BROOKLYN,11234,40.6098096,-73.9224976,"(40.6098096, -73.9224976)",FLATBUSH AVENUE                 ,AVENUE U,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3586953,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/22/2016,18:30,BROOKLYN,11217,40.6855668,-73.9737074,"(40.6855668, -73.9737074)",,,97        HANSON PLACE                  ,0,0,0,0,0,0,0,0,Unspecified,,,,,3585061,PASSENGER VEHICLE,,,,
12/22/2016,18:30,BROOKLYN,11209,40.6243002,-74.0277346,"(40.6243002, -74.0277346)",84 STREET                       ,4 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3585197,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,18:25,,,,,,RICHMOND AVENUE                 ,GOETHALS ROAD NORTH,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3585181,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/22/2016,18:25,,,,,,CYPRESS AVENUE                  ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,View Obstructed/Limited,,,,3585304,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/22/2016,18:25,QUEENS,11370,40.7709167,-73.8890412,"(40.7709167, -73.8890412)",81 STREET                       ,21 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3585399,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,18:20,,,,,,WEST 42 STREET                  ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Driver Inattention/Distraction,,,,3586092,PASSENGER VEHICLE,,,,
12/22/2016,18:20,QUEENS,11101,,,,40 AVENUE                       ,VERNON BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3585390,PASSENGER VEHICLE,,,,
12/22/2016,18:20,BROOKLYN,11209,40.6332826,-74.0210767,"(40.6332826, -74.0210767)",,,6909      5 AVENUE                      ,0,0,0,0,0,0,0,0,Unspecified,,,,,3585201,PASSENGER VEHICLE,,,,
12/22/2016,18:15,,,40.666573,-73.811775,"(40.666573, -73.811775)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,3585124,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
12/22/2016,18:15,,,,,,,,2162      forest aveune                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3585088,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/22/2016,18:15,QUEENS,11361,40.7589741,-73.7714839,"(40.7589741, -73.7714839)",211 STREET                      ,45 ROAD,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3585079,PASSENGER VEHICLE,,,,
12/22/2016,18:11,MANHATTAN,10034,40.8644625,-73.9189434,"(40.8644625, -73.9189434)",WEST 207 STREET                 ,10 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3585451,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/22/2016,18:10,,,,,,COMMONWLTH AVENUE               ,SOUND VIEW AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3586888,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/22/2016,18:10,STATEN ISLAND,10301,40.6021368,-74.11487,"(40.6021368, -74.11487)",OCEAN TERRACE                   ,TODT HILL ROAD,,0,0,0,0,0,0,0,0,Unspecified,,,,,3585838,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/22/2016,18:06,,,40.8132316,-73.9312863,"(40.8132316, -73.9312863)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3588499,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/22/2016,18:06,BRONX,10474,40.8123208,-73.8887952,"(40.8123208, -73.8887952)",,,613       BARRETTO STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3586150,PASSENGER VEHICLE,,,,
12/22/2016,18:05,MANHATTAN,10011,40.7329856,-74.0000108,"(40.7329856, -74.0000108)",,,378       AVENUE OF THE AMERICAS        ,0,0,0,0,0,0,0,0,Unsafe Speed,Driver Inattention/Distraction,,,,3587909,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/22/2016,18:01,,,,,,NOSTRAND AVENUE                 ,,,1,0,1,0,0,0,0,0,Unspecified,,,,,3586748,PASSENGER VEHICLE,,,,
12/22/2016,18:00,BROOKLYN,11223,40.6010012,-73.9793801,"(40.6010012, -73.9793801)",WEST 7 STREET                   ,AVENUE S,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,3586438,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
12/22/2016,18:00,BRONX,10451,40.8276856,-73.9221571,"(40.8276856, -73.9221571)",GRAND CONCOURSE                 ,EAST 162 STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3587466,,,,,
12/22/2016,18:00,,,40.6083089,-74.1313061,"(40.6083089, -74.1313061)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3586881,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/22/2016,18:00,,,40.6071523,-73.898359,"(40.6071523, -73.898359)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3585007,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/22/2016,18:00,,,,,,ROCKAWAY AVENUE                 ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3585142,PASSENGER VEHICLE,,,,
12/22/2016,18:00,,,,,,OCEAN PARKWAY                   ,SHORE PARKWAY,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Following Too Closely,Following Too Closely,,,3586866,PASSENGER VEHICLE,PASSENGER VEHICLE,PICK-UP TRUCK,,
12/22/2016,18:00,,,,,,33 STREET                       ,ASTORIA BOULEVARD,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3585407,SPORT UTILITY / STATION WAGON,,,,
12/22/2016,18:00,STATEN ISLAND,10312,40.5591268,-74.1694734,"(40.5591268, -74.1694734)",RICHMOND AVENUE                 ,DRUMGOOLE ROAD EAST,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3586526,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/22/2016,18:00,QUEENS,11377,40.7402725,-73.8958512,"(40.7402725, -73.8958512)",69 STREET                       ,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3585128,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/22/2016,18:00,QUEENS,11373,,,,,,81-14     BAXTER AVENUE                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3585220,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/22/2016,18:00,MANHATTAN,10065,40.7663774,-73.971459,"(40.7663774, -73.971459)",,,812       5 AVENUE                      ,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3585202,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,18:00,MANHATTAN,10036,40.7566303,-73.9828259,"(40.7566303, -73.9828259)",,,1155      AVENUE OF THE AMERICAS        ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3586110,SPORT UTILITY / STATION WAGON,PEDICAB,,,
12/22/2016,18:00,MANHATTAN,10026,40.8027978,-73.9491283,"(40.8027978, -73.9491283)",,,143       LENOX AVENUE                  ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3585448,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,18:00,MANHATTAN,10022,40.7589993,-73.9705345,"(40.7589993, -73.9705345)",LEXINGTON AVENUE                ,EAST 54 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3585126,PASSENGER VEHICLE,,,,
12/22/2016,18:00,BROOKLYN,11222,40.7198453,-73.9472544,"(40.7198453, -73.9472544)",,,450       MANHATTAN AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,,,,,3586429,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/22/2016,18:00,BROOKLYN,11221,40.6919128,-73.9243638,"(40.6919128, -73.9243638)",,,11        GOODWIN PLACE                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,3585101,PASSENGER VEHICLE,,,,
12/22/2016,18:00,BROOKLYN,11203,40.6444315,-73.9295994,"(40.6444315, -73.9295994)",UTICA AVENUE                    ,CLARENDON ROAD,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3586173,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/22/2016,17:58,STATEN ISLAND,10306,,,,HYLAN BOULEVARD                 ,BEDFORD AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Failure to Yield Right-of-Way,,,,3593281,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/22/2016,17:55,,,,,,GRAND AVENUE                    ,LONG ISLAND EXPRESSWAY,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3585284,,,,,
12/22/2016,17:55,BROOKLYN,11206,40.7050439,-73.9495311,"(40.7050439, -73.9495311)",,,528       BROADWAY                      ,0,0,0,0,0,0,0,0,Following Too Closely,,,,,3585333,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/22/2016,17:50,,,,,,,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3585030,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,17:45,,,,,,QUEENS BOULEVARD                ,62 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3585033,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/22/2016,17:45,QUEENS,11427,40.7236414,-73.7557707,"(40.7236414, -73.7557707)",HILLSIDE AVENUE                 ,211 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unsafe Speed,,,,3585054,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/22/2016,17:43,,,,,,CHURCH AVENUE                   ,WESTMINISTER ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3586242,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/22/2016,17:43,BROOKLYN,11226,40.6540699,-73.9617619,"(40.6540699, -73.9617619)",WOODRUFF AVENUE                 ,OCEAN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3586259,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,17:41,BROOKLYN,11221,40.6896311,-73.9274026,"(40.6896311, -73.9274026)",PATCHEN AVENUE                  ,QUINCY STREET,,6,0,0,0,0,0,6,0,Driver Inexperience,Traffic Control Disregarded,,,,3588752,PASSENGER VEHICLE,TAXI,,,
12/22/2016,17:40,,,,,,4 AVENUE                        ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3586024,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/22/2016,17:40,QUEENS,11434,40.6903432,-73.7824288,"(40.6903432, -73.7824288)",167 STREET                      ,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3585035,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/22/2016,17:38,,,40.5917559,-73.9082902,"(40.5917559, -73.9082902)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3585099,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
12/22/2016,17:30,QUEENS,11104,40.7457632,-73.925804,"(40.7457632, -73.925804)",43 avenue                       ,39 street,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3585006,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/22/2016,17:30,,,40.7627412,-73.8394973,"(40.7627412, -73.8394973)",,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3585100,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/22/2016,17:30,,,40.756367,-73.96012,"(40.756367, -73.96012)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3585051,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/22/2016,17:30,,,,,,WOODHAVEN BOULEVARD             ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3585285,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/22/2016,15:00,,,,,,SOUTH CONDUIT AVENUE            ,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3585055,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/22/2016,15:00,BROOKLYN,11204,40.6110067,-73.9843833,"(40.6110067, -73.9843833)",70 STREET                       ,BAY PARKWAY,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3585078,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,15:00,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3585049,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/22/2016,15:00,,,40.884735,-73.8156998,"(40.884735, -73.8156998)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3585802,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/22/2016,15:00,,,,,,ATLANTIC AVENUE                 ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3585491,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/22/2016,15:00,MANHATTAN,10034,40.8685648,-73.9215091,"(40.8685648, -73.9215091)",,,89        COOPER STREET                 ,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3584941,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,15:00,MANHATTAN,10018,40.7528546,-73.9929799,"(40.7528546, -73.9929799)",8 AVENUE                        ,WEST 35 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3587191,PASSENGER VEHICLE,TAXI,,,
12/22/2016,15:00,MANHATTAN,10016,40.7440076,-73.9856946,"(40.7440076, -73.9856946)",MADISON AVENUE                  ,EAST 28 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3590651,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
12/22/2016,15:00,MANHATTAN,10013,40.7219956,-74.0029727,"(40.7219956, -74.0029727)",GRAND STREET                    ,WOOSTER STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,,,,3585856,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,15:00,MANHATTAN,10003,40.7339788,-73.9909432,"(40.7339788, -73.9909432)",EAST 13 STREET                  ,BROADWAY,,0,0,0,0,0,0,0,0,,,,,,3590874,TAXI,TAXI,,,
12/22/2016,15:00,MANHATTAN,10001,40.7533873,-73.996304,"(40.7533873, -73.996304)",WEST 34 STREET                  ,9 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3587236,PASSENGER VEHICLE,TAXI,,,
12/22/2016,15:00,BROOKLYN,11214,40.5951044,-74.0009038,"(40.5951044, -74.0009038)",,,8973      BAY PARKWAY                   ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3585092,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/22/2016,15:00,BRONX,10475,40.8825393,-73.8269682,"(40.8825393, -73.8269682)",TILLOTSON AVENUE                ,MERRITT AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3586473,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
