DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
12/22/2016,15:00,BRONX,10462,40.8444205,-73.8566756,"(40.8444205, -73.8566756)",,,1626      FOWLER AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3585310,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,14:54,MANHATTAN,10006,40.7076833,-74.0156791,"(40.7076833, -74.0156791)",West St                         ,west Thames street,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3585857,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/22/2016,14:50,,,40.884735,-73.8156998,"(40.884735, -73.8156998)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3585801,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
12/22/2016,14:50,,,40.86957,-73.82023,"(40.86957, -73.82023)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3585050,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/22/2016,14:50,QUEENS,11694,,,,BEACH 108 STREET                ,ROCKAWAY BEACH BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3585827,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,14:50,QUEENS,11435,40.7005823,-73.8077418,"(40.7005823, -73.8077418)",SUTPHIN BOULEVARD               ,ARCHER AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3585145,PASSENGER VEHICLE,,,,
12/22/2016,14:50,QUEENS,11364,40.7473315,-73.7557993,"(40.7473315, -73.7557993)",64 AVENUE                       ,SPRINGFIELD BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3588071,PASSENGER VEHICLE,,,,
12/22/2016,14:48,MANHATTAN,10028,40.7773465,-73.9504692,"(40.7773465, -73.9504692)",,,355       EAST 86 STREET                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3587159,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/22/2016,14:44,,,40.7639012,-73.9532241,"(40.7639012, -73.9532241)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3585203,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,14:40,,,,,,WEST 102 STREET                 ,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3585245,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/22/2016,14:40,,,,,,BORDEN AVENUE                   ,GREENPOINT AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3585542,SPORT UTILITY / STATION WAGON,TAXI,,,
12/22/2016,14:40,QUEENS,11373,40.7367473,-73.873037,"(40.7367473, -73.873037)",90 STREET                       ,55 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3585217,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,14:40,BROOKLYN,11228,40.6215257,-74.0047981,"(40.6215257, -74.0047981)",,,1333      72 STREET                     ,0,0,0,0,0,0,0,0,Unsafe Speed,Failure to Yield Right-of-Way,,,,3585187,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/22/2016,14:36,MANHATTAN,10016,40.7463915,-73.9776353,"(40.7463915, -73.9776353)",EAST 35 STREET                  ,3 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3585014,PASSENGER VEHICLE,,,,
12/22/2016,14:35,,,,,,33 STREET                       ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3585384,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/22/2016,14:32,,,,,,THOMAS STREET                   ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3585860,SPORT UTILITY / STATION WAGON,TAXI,,,
12/22/2016,14:30,,,,,,BOERUM STREET                   ,,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,,,,3585593,SPORT UTILITY / STATION WAGON,,,,
12/22/2016,14:30,MANHATTAN,10023,40.7738755,-73.9822257,"(40.7738755, -73.9822257)",BROADWAY                        ,WEST 66 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3585308,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,14:30,BROOKLYN,11217,,,,,,443       ATLANTIC AVENUE               ,1,0,2,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3585731,,,,,
12/22/2016,14:30,,,40.6966659,-73.9808413,"(40.6966659, -73.9808413)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3585358,SPORT UTILITY / STATION WAGON,,,,
12/22/2016,14:30,,,,,,LITTLE NECK PARKWAY             ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3585053,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/22/2016,14:30,,,,,,37 STREET                       ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3585468,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/22/2016,14:30,STATEN ISLAND,10306,40.5832968,-74.0999114,"(40.5832968, -74.0999114)",HUSSON STREET                   ,STOBE AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3585560,PICK-UP TRUCK,PASSENGER VEHICLE,,,
12/22/2016,14:30,BROOKLYN,11201,40.6891376,-73.9907077,"(40.6891376, -73.9907077)",ATLANTIC AVENUE                 ,BOERUM PLACE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3585383,PASSENGER VEHICLE,PICK-UP TRUCK,,,
12/22/2016,14:30,BRONX,10452,40.8361093,-73.9223713,"(40.8361093, -73.9223713)",EAST 167 STREET                 ,JEROME AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3585366,PASSENGER VEHICLE,,,,
12/22/2016,14:26,,,,,,CHURCH STREET                   ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3585861,PASSENGER VEHICLE,,,,
12/22/2016,14:25,BRONX,10451,40.8148803,-73.9288555,"(40.8148803, -73.9288555)",GRAND CONCOURSE                 ,EAST 140 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3585279,SPORT UTILITY / STATION WAGON,TAXI,,,
12/22/2016,14:21,QUEENS,11357,40.7819873,-73.8256227,"(40.7819873, -73.8256227)",,,19-02     WHITESTONE EXPRESSWAY         ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3585210,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,14:20,,,,,,BROADWAY                        ,,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3585852,PASSENGER VEHICLE,,,,
12/22/2016,14:20,STATEN ISLAND,10310,40.6294748,-74.1122871,"(40.6294748, -74.1122871)",,,694       FOREST AVENUE                 ,0,0,0,0,0,0,0,0,Illness,Unspecified,,,,3586707,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,14:17,,,,,,FULTON STREET                   ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3585471,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,14:16,BROOKLYN,11223,40.6027505,-73.9853863,"(40.6027505, -73.9853863)",HIGHLAWN AVENUE                 ,WEST 13 STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3585077,SPORT UTILITY / STATION WAGON,,,,
12/22/2016,14:15,,,,,,OCEAN PARKWAY                   ,,,1,0,0,0,0,0,1,0,Lost Consciousness,Unspecified,Unspecified,,,3585452,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
12/22/2016,14:15,,,,,,DITMARS BOULEVARD               ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3585373,PASSENGER VEHICLE,,,,
12/22/2016,14:10,MANHATTAN,10039,40.8250655,-73.9374044,"(40.8250655, -73.9374044)",,,210       WEST 150 STREET               ,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3586804,SPORT UTILITY / STATION WAGON,,,,
12/22/2016,14:10,QUEENS,11416,,,,ATLANTIC AVENUE                 ,WOODHAVEN BOULEVARD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,3587031,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,14:10,QUEENS,11372,40.7470734,-73.8893228,"(40.7470734, -73.8893228)",,,76-19     ROOSEVELT AVENUE              ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Other Vehicular,,,,3585420,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
12/22/2016,14:10,BRONX,10459,40.8210693,-73.8989332,"(40.8210693, -73.8989332)",STEBBINS AVENUE                 ,WESTCHESTER AVENUE,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,3585103,PASSENGER VEHICLE,,,,
12/22/2016,14:08,,,,,,,,2238      FOREST AVENUE                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3585500,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/22/2016,14:08,QUEENS,11691,40.6072942,-73.7514064,"(40.6072942, -73.7514064)",BRUNSWICK AVENUE                ,NAMEOKE AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3585000,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,14:08,MANHATTAN,10027,40.8098221,-73.9503547,"(40.8098221, -73.9503547)",,,268       WEST 125 STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3589358,SPORT UTILITY / STATION WAGON,,,,
12/22/2016,14:08,BRONX,10455,40.8179292,-73.9052857,"(40.8179292, -73.9052857)",EAST 156 STREET                 ,WESTCHESTER AVENUE,,0,0,0,0,0,0,0,0,Oversized Vehicle,,,,,3585276,,,,,
12/22/2016,14:05,,,,,,RICHMOND HILL ROAD              ,RICHMOND AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3585083,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,14:00,,,40.7821423,-73.8248379,"(40.7821423, -73.8248379)",,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3585161,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/22/2016,14:00,MANHATTAN,10024,40.7794786,-73.9735729,"(40.7794786, -73.9735729)",CENTRAL PARK WEST               ,WEST 77 STREET,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,3585231,TAXI,BICYCLE,,,
12/22/2016,14:00,,,,,,,,985       RICHMOND AVENUE               ,0,0,0,0,0,0,0,0,Other Vehicular,Alcohol Involvement,,,,3585498,SPORT UTILITY / STATION WAGON,,,,
12/22/2016,14:00,,,,,,WEST 109 STREET                 ,,,0,0,0,0,0,0,0,0,Driver Inexperience,Backing Unsafely,,,,3585244,PASSENGER VEHICLE,PICK-UP TRUCK,,,
12/22/2016,14:00,,,,,,BAXTER AVENUE                   ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3585218,SPORT UTILITY / STATION WAGON,,,,
12/22/2016,14:00,MANHATTAN,10021,40.7665462,-73.9510152,"(40.7665462, -73.9510152)",EAST 73 STREET                  ,FDR DRIVE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3589005,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,14:00,MANHATTAN,10019,40.7611476,-73.9795146,"(40.7611476, -73.9795146)",WEST 52 STREET                  ,6 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3585572,,,,,
12/22/2016,14:00,MANHATTAN,10002,40.7180039,-73.986584,"(40.7180039, -73.986584)",DELANCEY STREET                 ,SUFFOLK STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3595047,PASSENGER VEHICLE,PICK-UP TRUCK,,,
12/22/2016,13:58,QUEENS,11377,40.745887,-73.9072612,"(40.745887, -73.9072612)",WOODSIDE AVENUE                 ,57 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3585121,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,13:54,BROOKLYN,11229,40.5971472,-73.9299373,"(40.5971472, -73.9299373)",GERRITSEN AVENUE                ,AVENUE W,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3586755,PASSENGER VEHICLE,,,,
12/22/2016,13:53,,,,,,,,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,,,,3585716,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,13:53,BROOKLYN,11229,40.5953963,-73.9457755,"(40.5953963, -73.9457755)",BEDFORD AVENUE                  ,AVENUE W,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3586767,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,13:50,,,40.7119476,-73.823019,"(40.7119476, -73.823019)",,,,1,0,0,0,0,0,1,0,Other Vehicular,Following Too Closely,,,,3587026,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,13:50,BROOKLYN,11217,40.6852929,-73.9761991,"(40.6852929, -73.9761991)",FORT GREENE PLACE               ,HANSON PLACE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3584991,,,,,
12/22/2016,13:50,,,,,,FLATBUSH AVENUE                 ,FILLMORE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3586891,SPORT UTILITY / STATION WAGON,,,,
12/22/2016,13:50,STATEN ISLAND,10304,40.6087258,-74.0883777,"(40.6087258, -74.0883777)",NARROWS ROAD NORTH              ,targee st,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3586703,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,13:50,BRONX,10469,40.8725784,-73.8480924,"(40.8725784, -73.8480924)",,,3232      FISH AVENUE                   ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3585505,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/22/2016,13:48,QUEENS,11377,40.7474004,-73.9121024,"(40.7474004, -73.9121024)",,,39-50     52 STREET                     ,1,0,1,0,0,0,0,0,Unspecified,,,,,3585120,,,,,
12/22/2016,13:48,,,,,,,,77        RICHMOND HILL ROAD            ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3584872,SPORT UTILITY / STATION WAGON,,,,
12/22/2016,13:47,,,,,,MOTT AVENUE                     ,,,1,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3584999,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,13:40,,,,,,CROSS BX EXPWY SERVICE RD       ,NOBLE AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3586874,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/22/2016,13:36,,,,,,YORK STREET                     ,,,1,0,0,0,0,0,1,0,Driver Inexperience,,,,,3585558,PASSENGER VEHICLE,,,,
12/22/2016,13:35,MANHATTAN,10002,40.7153558,-73.9934023,"(40.7153558, -73.9934023)",CANAL STREET                    ,ELDRIDGE STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3586982,SPORT UTILITY / STATION WAGON,,,,
12/22/2016,13:33,,,40.7842,-73.942215,"(40.7842, -73.942215)",,,,1,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3587964,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/22/2016,13:33,BROOKLYN,11216,40.682877,-73.9380318,"(40.682877, -73.9380318)",,,410       MARCUS GARVEY BOULEVARD       ,0,0,0,0,0,0,0,0,Unspecified,,,,,3585439,PASSENGER VEHICLE,,,,
12/22/2016,13:32,MANHATTAN,10035,40.8040657,-73.9326634,"(40.8040657, -73.9326634)",EAST 127 STREET                 ,2 AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,3585718,PASSENGER VEHICLE,PICK-UP TRUCK,,,
12/22/2016,13:30,STATEN ISLAND,10310,40.6407453,-74.1200279,"(40.6407453, -74.1200279)",VAN STREET                      ,RICHMOND TERRACE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3586705,,,,,
12/22/2016,13:30,,,,,,,,3444      DUNCAN STREET                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,3585587,PASSENGER VEHICLE,,,,
12/22/2016,13:30,,,,,,ASTORIA BOULEVARD               ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3585385,SPORT UTILITY / STATION WAGON,TAXI,,,
12/22/2016,13:30,BROOKLYN,11236,40.641947,-73.9166193,"(40.641947, -73.9166193)",EAST 83 STREET                  ,FOSTER AVENUE,,0,0,0,0,0,0,0,0,Lane Marking Improper/Inadequate,Lane Marking Improper/Inadequate,,,,3585177,PASSENGER VEHICLE,,,,
12/22/2016,13:27,,,40.8479009,-73.9249777,"(40.8479009, -73.9249777)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3585009,SPORT UTILITY / STATION WAGON,,,,
12/22/2016,13:15,QUEENS,11365,40.7518951,-73.7798059,"(40.7518951, -73.7798059)",FRANCIS LEWIS BOULEVARD         ,48 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3584888,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/22/2016,13:10,BROOKLYN,11236,40.6357812,-73.9189833,"(40.6357812, -73.9189833)",,,1679      RALPH AVENUE                  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3585176,PICK-UP TRUCK,PASSENGER VEHICLE,,,
12/22/2016,13:10,BRONX,10468,40.8826462,-73.886562,"(40.8826462, -73.886562)",MOSHOLU PARKWAY                 ,SEDGWICK AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3584993,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
12/22/2016,13:05,QUEENS,11369,40.7614246,-73.8605217,"(40.7614246, -73.8605217)",DITMARS BOULEVARD               ,31 DRIVE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3585402,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,13:05,,,,,,,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,3591543,PICK-UP TRUCK,PASSENGER VEHICLE,,,
12/22/2016,13:05,,,,,,WINTHROP STREET                 ,,,0,0,0,0,0,0,0,0,Other Vehicular,Failure to Yield Right-of-Way,,,,3585779,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/22/2016,13:05,,,,,,HAMILTON AVENUE                 ,HENRY STREET,,0,0,0,0,0,0,0,0,Fell Asleep,Unspecified,,,,3585012,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,13:05,QUEENS,11378,,,,,,58-41     47 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3585267,SPORT UTILITY / STATION WAGON,,,,
12/22/2016,13:05,BROOKLYN,11238,40.6759273,-73.9560676,"(40.6759273, -73.9560676)",FRANKLIN AVENUE                 ,SAINT MARKS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3590928,PASSENGER VEHICLE,,,,
12/22/2016,13:02,STATEN ISLAND,10314,40.612596,-74.1290392,"(40.612596, -74.1290392)",,,1953      VICTORY BOULEVARD             ,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,3586717,PASSENGER VEHICLE,,,,
12/22/2016,13:00,,,40.679487,-73.8970163,"(40.679487, -73.8970163)",,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,Unspecified,,,3585485,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
12/22/2016,13:00,QUEENS,11374,40.7342733,-73.8625956,"(40.7342733, -73.8625956)",HORACE HARDING EXPRESSWAY       ,97 STREET,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3585140,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/22/2016,13:00,,,40.7044959,-73.817418,"(40.7044959, -73.817418)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,,,,3587032,PASSENGER VEHICLE,,,,
12/22/2016,13:00,,,,,,64 ROAD                         ,WOODBINE ST. ,,0,0,0,0,0,0,0,0,Unspecified,,,,,3585266,PASSENGER VEHICLE,,,,
12/22/2016,13:00,MANHATTAN,10028,40.777874,-73.9517434,"(40.777874, -73.9517434)",2 AVENUE                        ,EAST 86 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3588718,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,13:00,MANHATTAN,10027,40.8080019,-73.9638986,"(40.8080019, -73.9638986)",BROADWAY                        ,WEST 116 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3590723,PASSENGER VEHICLE,,,,
12/22/2016,13:00,BROOKLYN,11230,40.6146211,-73.9686568,"(40.6146211, -73.9686568)",OCEAN PARKWAY                   ,AVENUE N,,0,0,0,0,0,0,0,0,Unspecified,,,,,3585512,PASSENGER VEHICLE,,,,
12/22/2016,13:00,BROOKLYN,11214,40.5827081,-73.9862403,"(40.5827081, -73.9862403)",,,2965      CROPSEY AVENUE                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3586863,,,,,
12/22/2016,7:33,,,,,,,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3586230,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/22/2016,7:30,QUEENS,11372,40.7535649,-73.8867205,"(40.7535649, -73.8867205)",,,80-07     34 AVENUE                     ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3590785,BICYCLE,SPORT UTILITY / STATION WAGON,,,
12/22/2016,7:30,,,,,,32 AVENUE                       ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3584664,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/22/2016,7:29,BRONX,10465,40.8782895,-73.8700582,"(40.8782895, -73.8700582)",EAST GUN HILL ROAD              ,BRONX RIVER PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unsafe Lane Changing,,,,3586370,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/22/2016,7:27,BROOKLYN,11207,40.6756249,-73.8987786,"(40.6756249, -73.8987786)",ATLANTIC AVENUE                 ,GEORGIA AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Passing or Lane Usage Improper,,,,3588649,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/22/2016,7:20,,,,,,,,,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,Unspecified,,,3584915,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
12/22/2016,7:20,BROOKLYN,11234,40.6098096,-73.9224976,"(40.6098096, -73.9224976)",FLATBUSH AVENUE                 ,AVENUE U,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3586892,SPORT UTILITY / STATION WAGON,,,,
12/22/2016,7:10,,,40.637448,-74.0199675,"(40.637448, -74.0199675)",,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3584628,SPORT UTILITY / STATION WAGON,,,,
12/22/2016,7:09,QUEENS,11414,40.6595821,-73.8370438,"(40.6595821, -73.8370438)",96 STREET                       ,159 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3584723,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/22/2016,6:50,,,,,,,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3585947,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,6:50,,,,,,VANWYCK EXPRESSWAY              ,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3584845,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/22/2016,6:50,BRONX,10454,40.8077033,-73.9295459,"(40.8077033, -73.9295459)",LINCOLN AVENUE                  ,BRUCKNER BOULEVARD,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,3585290,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/22/2016,6:30,,,,,,AVENUE M                        ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3584745,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,6:30,,,40.66669,-73.81173,"(40.66669, -73.81173)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3587174,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2016,6:30,,,,,,COZINE AVENUE                   ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3585109,SPORT UTILITY / STATION WAGON,,,,
12/22/2016,6:30,QUEENS,11360,40.7865557,-73.7930815,"(40.7865557, -73.7930815)",,,201-10    CROSS ISLAND PARKWAY          ,0,0,0,0,0,0,0,0,Brakes Defective,,,,,3584659,SPORT UTILITY / STATION WAGON,,,,
12/22/2016,6:30,MANHATTAN,10036,40.759626,-73.9954735,"(40.759626, -73.9954735)",WEST 42 STREET                  ,10 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,,,,3587234,TAXI,,,,
12/22/2016,6:00,QUEENS,11435,40.6922003,-73.8097096,"(40.6922003, -73.8097096)",REMINGTON STREET                ,LIBERTY AVENUE,,1,0,1,0,0,0,0,0,,,,,,3584878,,,,,
12/22/2016,6:00,,,,,,EAST 34 STREET                  ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3590417,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/22/2016,5:57,BROOKLYN,11233,40.6854992,-73.9177006,"(40.6854992, -73.9177006)",SARATOGA AVENUE                 ,HALSEY STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3587742,SPORT UTILITY / STATION WAGON,TAXI,,,
